Ligand,Best_Score,Best_File,Total_Conformers,Average_Score,Best_Overall_Score,Worst_Overall_Score
384,-10.255,384_prepared-5_out.pdbqt,5,,,
385,-10.707,385_prepared-1_out.pdbqt,1,,,
386,-10.192,386_prepared-1_out.pdbqt,1,,,
387,-11.180,387_prepared-1_out.pdbqt,1,,,
388,-10.296,388_prepared-1_out.pdbqt,1,,,
389,-11.574,389_prepared-1_out.pdbqt,1,,,
390,-10.038,390_prepared-1_out.pdbqt,1,,,
391,-10.783,391_prepared-1_out.pdbqt,1,,,
392,-10.951,392_prepared-1_out.pdbqt,1,,,
393,-8.434,393_prepared-1_out.pdbqt,1,,,
394,-10.920,394_prepared-1_out.pdbqt,3,,,
395,-10.055,395_prepared-1_out.pdbqt,1,,,
396,-8.670,396_prepared-3_out.pdbqt,3,,,
397,-10.022,397_prepared-1_out.pdbqt,1,,,
398,-10.032,398_prepared-1_out.pdbqt,3,,,
399,-10.789,399_prepared-7_out.pdbqt,7,,,
400,-11.144,400_prepared-1_out.pdbqt,1,,,
401,-9.775,401_prepared-1_out.pdbqt,1,,,
402,-12.940,402_prepared-4_out.pdbqt,4,,,
403,-10.780,403_prepared-1_out.pdbqt,1,,,
404,-8.445,404_prepared-1_out.pdbqt,3,,,
405,-9.893,405_prepared-1_out.pdbqt,1,,,
406,-10.337,406_prepared-1_out.pdbqt,1,,,
407,-8.592,407_prepared-1_out.pdbqt,1,,,
408,-10.968,408_prepared-1_out.pdbqt,1,,,
409,-9.762,409_prepared-1_out.pdbqt,1,,,
410,-8.793,410_prepared-1_out.pdbqt,1,,,
411,-9.226,411_prepared-1_out.pdbqt,1,,,
412,-8.852,412_prepared-3_out.pdbqt,3,,,
413,-8.735,413_prepared-1_out.pdbqt,1,,,
414,-10.515,414_prepared-1_out.pdbqt,2,,,
415,-10.184,415_prepared-1_out.pdbqt,1,,,
416,-11.780,416_prepared-3_out.pdbqt,3,,,
417,-8.949,417_prepared-1_out.pdbqt,1,,,
418,-9.324,418_prepared-1_out.pdbqt,1,,,
419,-10.242,419_prepared-1_out.pdbqt,1,,,
420,-8.453,420_prepared-1_out.pdbqt,1,,,
421,-9.967,421_prepared-1_out.pdbqt,1,,,
422,-10.746,422_prepared-1_out.pdbqt,2,,,
