Ligand,Best_Score,Best_File,Total_Conformers,Average_Score,Best_Overall_Score,Worst_Overall_Score
376,-6.769,376_prepared-1_out.pdbqt,1,,,
377,-5.135,377_prepared-1_out.pdbqt,1,,,
378,-6.852,378_prepared-1_out.pdbqt,1,,,
379,-6.344,379_prepared-1_out.pdbqt,1,,,
380,-5.077,380_prepared-1_out.pdbqt,1,,,
381,-4.033,381_prepared-1_out.pdbqt,1,,,
382,-6.236,382_prepared-1_out.pdbqt,1,,,
383,-3.819,383_prepared-1_out.pdbqt,1,,,
385,-2.916,385_prepared-1_out.pdbqt,1,,,
386,-2.412,386_prepared-1_out.pdbqt,1,,,
387,-1.231,387_prepared-1_out.pdbqt,1,,,
388,5.723,388_prepared-1_out.pdbqt,1,,,
390,-6.807,390_prepared-1_out.pdbqt,1,,,
391,2.425,391_prepared-1_out.pdbqt,1,,,
392,-7.043,392_prepared-1_out.pdbqt,1,,,
394,-3.105,394_prepared-1_out.pdbqt,1,,,
395,-5.859,395_prepared-1_out.pdbqt,1,,,
396,-3.925,396_prepared-1_out.pdbqt,1,,,
398,-4.472,398_prepared-1_out.pdbqt,1,,,
399,0.154,399_prepared-1_out.pdbqt,1,,,
400,-2.690,400_prepared-1_out.pdbqt,1,,,
401,-0.575,401_prepared-1_out.pdbqt,1,,,
402,-4.602,402_prepared-1_out.pdbqt,1,,,
403,0.169,403_prepared-1_out.pdbqt,1,,,
406,-2.228,406_prepared-1_out.pdbqt,1,,,
410,2.305,410_prepared-1_out.pdbqt,1,,,
411,0.368,411_prepared-1_out.pdbqt,1,,,
412,0.097,412_prepared-1_out.pdbqt,1,,,
414,-2.052,414_prepared-1_out.pdbqt,1,,,
415,-3.861,415_prepared-1_out.pdbqt,1,,,
416,-2.577,416_prepared-1_out.pdbqt,1,,,
418,-0.972,418_prepared-1_out.pdbqt,1,,,
420,-1.619,420_prepared-1_out.pdbqt,1,,,
422,0.602,422_prepared-1_out.pdbqt,1,,,
423,-1.401,423_prepared-1_out.pdbqt,1,,,
424,-1.265,424_prepared-1_out.pdbqt,1,,,
425,3.968,425_prepared-1_out.pdbqt,1,,,
426,-3.287,426_prepared-1_out.pdbqt,1,,,
428,-0.690,428_prepared-1_out.pdbqt,1,,,
431,-2.390,431_prepared-1_out.pdbqt,1,,,
433,-1.060,433_prepared-1_out.pdbqt,1,,,
434,-0.165,434_prepared-1_out.pdbqt,1,,,
435,9.870,435_prepared-1_out.pdbqt,1,,,
437,2.646,437_prepared-1_out.pdbqt,1,,,
438,0.211,438_prepared-1_out.pdbqt,1,,,
440,1.573,440_prepared-1_out.pdbqt,1,,,
441,3.094,441_prepared-1_out.pdbqt,1,,,
442,1.481,442_prepared-1_out.pdbqt,1,,,
445,4.090,445_prepared-1_out.pdbqt,2,,,
446,0.275,446_prepared-1_out.pdbqt,1,,,
447,0.593,447_prepared-1_out.pdbqt,1,,,
459,2.942,459_prepared-1_out.pdbqt,1,,,
460,4.585,460_prepared-1_out.pdbqt,1,,,
463,2.718,463_prepared-1_out.pdbqt,1,,,
465,5.405,465_prepared-1_out.pdbqt,1,,,
466,10.631,466_prepared-1_out.pdbqt,1,,,
