InChI,SMILES,Count
ZLYAUEHQXPUWCS-CQSZACIVSA-N,O=C1N[C@@]2(CCC3(CCC3)C2)Nc2cccnc21,2
ZLYVOWHTMHOOGG-UHFFFAOYSA-N,C1=Nc2ccccc2NC2=C1CCCC2,2
ZLZHIZCUHNNTGB-LLVKDONJSA-N,O=C1CCc2c1ccc1c2C(=O)c2occ3c2[C@@H]1CCC3,2
ZLZLCZYTBPVJGW-UHFFFAOYSA-N,O=C1CN2C=Nc3n[nH]cc3C2=N1,2
ZMAXSCFBMBXLII-UHFFFAOYSA-N,c1cc2c3c(c4c(nc3c1)CCCCC4)CCC2,20
ZMBDOIYQGZHKEU-AXMZGBSTSA-N,O=C1OC[C@@H]2[C@H]1[C@@H]1CC[C@@H]2O1,6
ZMBDOIYQGZHKEU-BDVNFPICSA-N,O=C1OC[C@@H]2[C@@H]1[C@H]1CC[C@H]2O1,4
ZMBDOIYQGZHKEU-BNHYGAARSA-N,O=C1OC[C@@H]2[C@@H]1[C@@H]1CC[C@H]2O1,4
ZMBDOIYQGZHKEU-BWBBJGPYSA-N,O=C1OC[C@H]2[C@H]1[C@@H]1CC[C@@H]2O1,8
ZMBDOIYQGZHKEU-DBRKOABJSA-N,O=C1OC[C@H]2[C@@H]1[C@H]1CC[C@H]2O1,4
ZMBDOIYQGZHKEU-GBNDHIKLSA-N,O=C1OC[C@H]2[C@H]1[C@H]1CC[C@H]2O1,10
ZMBDOIYQGZHKEU-JRTVQGFMSA-N,O=C1OC[C@H]2[C@@H]1[C@@H]1CC[C@@H]2O1,2
ZMBDOIYQGZHKEU-JWXFUTCRSA-N,O=C1OC[C@H]2[C@H]1[C@@H]1CC[C@H]2O1,8
ZMBDOIYQGZHKEU-MVIOUDGNSA-N,O=C1OC[C@H]2[C@@H]1[C@@H]1CC[C@H]2O1,6
ZMBDOIYQGZHKEU-UCROKIRRSA-N,O=C1OC[C@H]2[C@H]1[C@H]1CC[C@@H]2O1,10
ZMBDOIYQGZHKEU-VWDOSNQTSA-N,O=C1OC[C@@H]2[C@@H]1[C@H]1CC[C@@H]2O1,6
ZMBDOIYQGZHKEU-VZFHVOOUSA-N,O=C1OC[C@@H]2[C@H]1[C@@H]1CC[C@H]2O1,4
ZMBDOIYQGZHKEU-WNJXEPBRSA-N,O=C1OC[C@@H]2[C@H]1[C@H]1CC[C@H]2O1,4
ZMBDOIYQGZHKEU-XZBKPIIZSA-N,O=C1OC[C@H]2[C@@H]1[C@H]1CC[C@@H]2O1,6
ZMBDOIYQGZHKEU-YTLHQDLWSA-N,O=C1OC[C@@H]2[C@H]1[C@H]1CC[C@@H]2O1,6
ZMBDOIYQGZHKEU-ZTYPAOSTSA-N,O=C1OC[C@@H]2[C@@H]1[C@@H]1CC[C@@H]2O1,6
ZMBFHDPUYLIMDX-UHFFFAOYSA-N,C1=NCc2nncn2-c2sccc21,26
ZMBHSIYFAKDIFN-UHFFFAOYSA-N,c1cc2c3c(c4oc5ncccc5c4nc3c1)CCC2,4
ZMBPACRTNJVRRZ-UHFFFAOYSA-N,c1ccc2c(c1)CCCc1ccnnc1-2,12654
ZMCCSKLGOXNRGF-DTORHVGOSA-N,C1=CC=C[C@H]2C[C@H]2C=C1,4
ZMCCSKLGOXNRGF-IUCAKERBSA-N,C1=CC=C[C@H]2C[C@@H]2C=C1,2
ZMCCSKLGOXNRGF-RKDXNWHRSA-N,C1=CC=C[C@@H]2C[C@H]2C=C1,2
ZMCDQQOAIABCFJ-UHFFFAOYSA-N,O=C1C[N+]2(CCCC2)CCO1,4
ZMCYGHLKWXDTLW-CHWSQXEVSA-N,O=C1C[C@]23CC=CC[C@@]2(CCCC3)C(=O)O1,2
ZMCYGHLKWXDTLW-OLZOCXBDSA-N,O=C1C[C@]23CC=CC[C@]2(CCCC3)C(=O)O1,2
ZMCYGHLKWXDTLW-QWHCGFSZSA-N,O=C1C[C@@]23CC=CC[C@@]2(CCCC3)C(=O)O1,2
ZMCYGHLKWXDTLW-STQMWFEESA-N,O=C1C[C@@]23CC=CC[C@]2(CCCC3)C(=O)O1,2
ZMCYXLBWPFTCKK-UHFFFAOYSA-N,N=c1ccc2ccc3cc[nH]c3c2[nH]1,5652
ZMDPXCGXVCHYBU-UHFFFAOYSA-N,O=c1ncc2cc3c(nc2[nH]1)CCS(=O)(=O)C3,6
ZMDYCAJIJLOVGY-UHFFFAOYSA-N,C=C1SC(=O)c2ccccc21,8
ZMDZFGIVEAUJGV-FQEVSTJZSA-N,O=C1COCC=CCC2(CCCCC2)C(=O)N2Cc3ccccc3C[C@H]2CN1,2
ZMDZFGIVEAUJGV-HXUWFJFHSA-N,O=C1COCC=CCC2(CCCCC2)C(=O)N2Cc3ccccc3C[C@@H]2CN1,2
ZMELUYDOXVUSIQ-UHFFFAOYSA-N,C1=C[N]C=CC1,4
ZMEOAJYBWAJZFK-UHFFFAOYSA-N,O=C1NC(=O)c2cocc21,2
ZMGBUJXQNFRZHS-VHSXEESVSA-N,C=C1C(=O)CC[C@@H]2CCC=C[C@H]12,2
ZMGSLAYQKXYTCU-JRTVQGFMSA-N,C1O[C@H]2C[C@@H]3C[C@H]1[C@H]2O3,2
ZMGSLAYQKXYTCU-VWDOSNQTSA-N,C1O[C@@H]2C[C@@H]3C[C@@H]1[C@H]2O3,2
ZMGSLAYQKXYTCU-XZBKPIIZSA-N,C1O[C@@H]2C[C@@H]3C[C@H]1[C@H]2O3,2
ZMGSLAYQKXYTCU-ZTYPAOSTSA-N,C1O[C@H]2C[C@@H]3C[C@@H]1[C@H]2O3,2
ZMGZPSAOEPYIMK-UHFFFAOYSA-N,c1ccc2c(c1)CCCc1cc3cnccc3nc1-2,58
ZMHAHKKWHQMNBE-BYULHYEWSA-N,O=C1CNC(=O)[C@@]2(C[C@H]3CC[C@H]2C3)N1,24
ZMHAHKKWHQMNBE-MATHAZKKSA-N,O=C1CNC(=O)[C@]2(C[C@@H]3CC[C@H]2C3)N1,594
ZMHAHKKWHQMNBE-MHYGZLNHSA-N,O=C1CNC(=O)[C@]2(C[C@H]3CC[C@H]2C3)N1,24
ZMHAHKKWHQMNBE-PJKMHFRUSA-N,O=C1CNC(=O)[C@@]2(C[C@H]3CC[C@@H]2C3)N1,580
ZMHPZYZMNBTOEQ-GFCCVEGCSA-N,c1ccc2c(c1)N[C@]1(CCCSC1)n1nnnc1-2,2
ZMHPZYZMNBTOEQ-LBPRGKRZSA-N,c1ccc2c(c1)N[C@@]1(CCCSC1)n1nnnc1-2,2
ZMILQBKLTPNWTG-LURJTMIESA-N,O=C1CC[C@@H]2SCC(=O)N12,2
ZMILQBKLTPNWTG-ZCFIWIBFSA-N,O=C1CC[C@H]2SCC(=O)N12,2
ZMJFZFMGBSPTFM-UHFFFAOYSA-N,O=C1NC2(CCSCC2)Cc2nc3cc4c(cc3cc21)OCO4,2
ZMKJTTFTPKWDQI-UHFFFAOYSA-N,O=c1[nH]ccc2c1cnc1cc[nH]c(=O)c12,10
ZMKVBUOZONDYBW-UHFFFAOYSA-N,O=C1CCC(=O)OCCCCO1,2
ZMKWYSBIXJIMEH-UHFFFAOYSA-N,N=c1[nH]c(=O)c2c3c(sc2[nH]1)CCC3,4
ZMLUEKYAKIBZGV-UHFFFAOYSA-N,c1cc2c3c(c4c(nc3c1)CCC1(CC1)C4)CC2,10
ZMMKEPCYUOEVDX-UHFFFAOYSA-N,O=C1CCCC2=C1NC[N+]2=O,2
ZMMLPPGOGZIKID-UHFFFAOYSA-N,c1nc2c([nH]1)COC2,6
ZMMRTAYTRMDOFO-GOSISDBHSA-N,O=C1N[C@@H]2CCN(C2)C(=O)C2(CC=CCc3ccccc31)CCCCC2,8
ZMMRTAYTRMDOFO-SFHVURJKSA-N,O=C1N[C@H]2CCN(C2)C(=O)C2(CC=CCc3ccccc31)CCCCC2,14
ZMMYBEUEKFKZJY-NTSWFWBYSA-N,[CH]1N[C@@H]2CC[C@H]1C2,2
ZMOHONMDUDCBSM-CYBMUJFWSA-N,O=C1N[C@@]2(CCC3(CC3)C2)Nc2cnccc21,2
ZMOHONMDUDCBSM-ZDUSSCGKSA-N,O=C1N[C@]2(CCC3(CC3)C2)Nc2cnccc21,2
ZMOHUSMRNBUADL-DSYKOEDSSA-N,O=C1NC(=O)N2C[C@@H]3CC[C@@H](C3)[C@H]12,30564
ZMOHUSMRNBUADL-XVMARJQXSA-N,O=C1NC(=O)N2C[C@H]3CC[C@H](C3)[C@@H]12,20814
ZMOKLQZZCIEGQR-UHFFFAOYSA-N,O=c1nc2n(c3sc4c(c13)CCCC4)CC=CS2,4
ZMOZQJACTAYDGH-FQUUOJAGSA-N,C1=C2C[C@@H]3CCC[C@H]4O[C@@]34C[C@@H]2CCC1,2
ZMPAZEDVJCTAQX-UHFFFAOYSA-N,c1ccc2c[n+]3ccccc3cc2c1,54
ZMPOGZKTSNHXJG-NTSWFWBYSA-N,B1OC[C@H]2OCCC[C@@H]2O1,2
ZMQFNEUKWQFTQH-DPGQVTRHSA-N,O=S1(=O)[C@@H]2[C@H]3[C@@H]4C[C@H]5[C@H]3[C@H]2C2(SCCS2)[C@H]5[C@H]41,2
ZMQFNEUKWQFTQH-ISPWBLNWSA-N,O=S1(=O)[C@@H]2[C@H]3[C@@H]4C[C@@H]5[C@H]3[C@H]2C2(SCCS2)[C@@H]5[C@H]41,2
ZMQFNEUKWQFTQH-KKHGFISSSA-N,O=S1(=O)[C@@H]2[C@H]3C[C@H]4[C@@H]5[C@@H]3[C@@H]1[C@@H]5C1(SCCS1)[C@@H]42,2
ZMQFNEUKWQFTQH-ONQRGJHOSA-N,O=S1(=O)[C@@H]2[C@H]3[C@@H]4C[C@H]5[C@H]3[C@H]2C2(SCCS2)[C@@H]5[C@H]41,2
ZMQFNEUKWQFTQH-SDXZRKEPSA-N,O=S1(=O)[C@@H]2[C@H]3C[C@H]4[C@@H]5[C@@H]3[C@@H]1[C@@H]5C1(SCCS1)[C@H]42,2
ZMQFNEUKWQFTQH-SWNNORRKSA-N,O=S1(=O)[C@@H]2[C@H]3[C@@H]4C[C@@H]5[C@H]3[C@H]2C2(SCCS2)[C@H]5[C@H]41,2
ZMQFNEUKWQFTQH-TVRKTKKSSA-N,O=S1(=O)[C@@H]2[C@H]3C[C@H]4[C@@H]5[C@@H]3[C@@H]1[C@H]5C1(SCCS1)[C@@H]42,2
ZMQFNEUKWQFTQH-ULNZRGOLSA-N,O=S1(=O)[C@@H]2[C@H]3C[C@H]4[C@@H]5[C@@H]3[C@@H]1[C@H]5C1(SCCS1)[C@H]42,2
ZMQHKFBWNSJZKC-JKSUJKDBSA-N,O=C1COCC=CCc2ccccc2C(=O)N[C@H]2CCOC[C@H]2N1,2
ZMQWVBSHCIEKCA-UHFFFAOYSA-N,c1ccc2c(c1)CSc1cn[nH]c1-2,2
ZMRBRCBUWFSFSF-UHFFFAOYSA-N,c1ccc2c(c1)CNCCOC2,12
ZMRBRCBUWFSFSF-UHFFFAOYSA-O,c1ccc2c(c1)C[NH2+]CCOC2,8
ZMRRVNNUINJLMG-UHFFFAOYSA-N,C1C[NH+]CC2(CC2)CN1,14
ZMSCGPOGHLQBJW-LLVKDONJSA-N,O=C1Nc2ccccc2[C@]12C=CCO2,6
ZMSCGPOGHLQBJW-NSHDSACASA-N,O=C1Nc2ccccc2[C@@]12C=CCO2,6
ZMSNEJGKAIGBAH-UHFFFAOYSA-N,C=C1C=C2COCCC2=NC1=O,42
ZMSZRYBNSJLYGL-QUSNUVHPSA-N,C=C1C[C@@H]2[C@H]3CC=C4CCCC[C@@H]4[C@@H]3CC[C@@H]2C1=O,8
ZMSZRYBNSJLYGL-SMLCLMEVSA-N,C=C1C[C@@H]2[C@H]3CC=C4CCCC[C@@H]4[C@@H]3CC[C@H]2C1=O,8
ZMTBTIZQAMUWHH-GMSGAONNSA-N,c1ccc2c(c1)OC[C@H]1CNN[C@@H]21,2
ZMTHMBFSPOHFFK-UHFFFAOYSA-N,O=S1(=O)C=Cc2sccc2N1,44
ZMTRTSSBHBKGMR-VRTSWNMPSA-N,O=C1C[C@@H]2OCC=C3CNCC[C@@]45C(=O)C[C@@H]3[C@@H]2[C@@H]4N1c1ccccc15,2
ZMTZXBDPFNJNKC-UHFFFAOYSA-N,O=C1NC(=O)c2nc3ccccc3nc21,14
ZMUQIBAPCGHVCR-BDAKNGLRSA-N,O=c1[nH]c(=O)c2cc3c(nc2[nH]1)CC[C@H]1CCCC[C@H]31,4
ZMUQIBAPCGHVCR-DTWKUNHWSA-N,O=c1[nH]c(=O)c2cc3c(nc2[nH]1)CC[C@@H]1CCCC[C@@H]31,4
ZMUQIBAPCGHVCR-IUCAKERBSA-N,O=c1[nH]c(=O)c2cc3c(nc2[nH]1)CC[C@@H]1CCCC[C@H]31,4
ZMUQIBAPCGHVCR-RKDXNWHRSA-N,O=c1[nH]c(=O)c2cc3c(nc2[nH]1)CC[C@H]1CCCC[C@@H]31,4
ZMVMYGUUJMRGOI-UHFFFAOYSA-N,O=c1c2ccccc2oc2c3c(ccc12)OCC=C3,2
ZMVUWSCNKNIDAQ-UHFFFAOYSA-N,C1C2CC3CC1CC(C2)C31COO1,4
ZMVVVIIJCVCQSO-UHFFFAOYSA-N,O=C1NCC2=C1CNC(=S)N2,2769616
ZMWKQGMVWLKSET-UHFFFAOYSA-N,N=C1CCCCn2cnnc21,4
ZMWLDAFJOZSOOT-OWOJBTEDSA-N,O=C1CCC/C=C/CCCO1,64
ZMWLDAFJOZSOOT-UHFFFAOYSA-N,O=C1CCCC=CCCCO1,8
ZMWLDAFJOZSOOT-UPHRSURJSA-N,O=C1CCC/C=C\CCCO1,26
ZMWLNANOKRBDCL-UYAOXDASSA-N,O=C1COCC=CCC2(CCCCC2)C(=O)N[C@@H]2Cc3ccccc3[C@H]2N1,2
ZMWSNKARYQCTSB-MRVPVSSYSA-N,O=C1CC(=O)N[C@]2(CCNC2)C1,2
ZMWSNKARYQCTSB-QMMMGPOBSA-N,O=C1CC(=O)N[C@@]2(CCNC2)C1,2
ZMXAFXNTLZABHV-UHFFFAOYSA-N,O=C1C=NC=C2C1=CCS2(=O)=O,2
ZMXGUSWSZCEULC-UHFFFAOYSA-O,C1CNC(=[N+]2CCSCC2)N1,2
ZMXVMTZJMBHYLS-UHFFFAOYSA-N,N=C1c2c(sc3c2CCNC3)NC2=NCCCN12,2
ZMXXJTYWZJLIKV-GFCCVEGCSA-N,O=C1C[S@@](=O)c2ccccc2N1,16
ZMXXJTYWZJLIKV-LBPRGKRZSA-N,O=C1C[S@](=O)c2ccccc2N1,16
ZMYGXWYNHHKHJR-NKWVEPMBSA-N,C1C[C@H]2CCO[C@@H](C1)O2,2
ZMYHRLGRNZWWJG-UHFFFAOYSA-N,N=C1NS(=O)(=O)N=C2CCCCCN12,2
ZMZXKLVJSDSMJN-GFCCVEGCSA-N,O=C1CCC=CCCCC(=O)N2CCC[C@H](C2)N1,46
ZMZXKLVJSDSMJN-LBPRGKRZSA-N,O=C1CCC=CCCCC(=O)N2CCC[C@@H](C2)N1,88
ZNDOHNLYFBVMMM-UHFFFAOYSA-N,N=c1[nH]oc2cccnc12,746564
ZNDQBEYOWVYOPN-LJQANCHMSA-N,O=C1N[C@H]2CN(CC3(CCC3)C2)C(=O)CCCOCC=CCc2ccccc21,2
ZNDZRPXHJRIKOK-UHFFFAOYSA-N,O=C1CNCc2nc3[nH]ncc3cc21,4
ZNEJFRCKXLMNGK-UHFFFAOYSA-N,C=C1CSc2ccccc2N1,18
ZNFXOYHRDVQVHG-NOZJJQNGSA-N,O=C1C=C2CC[C@H]3CCC=C3[C@@H]2CC1,4
ZNFXOYHRDVQVHG-TVQRCGJNSA-N,O=C1C=C2CC[C@@H]3CCC=C3[C@@H]2CC1,4
ZNGRYEVFFNKUEI-UHFFFAOYSA-N,O=c1c2c([nH]c3ccnn13)CCC2,80
ZNGUADFMVOUAOW-UHFFFAOYSA-N,N=C1CCOC12CCCCC2,4
ZNGUZHPJODPWRR-KBPBESRZSA-N,O=C1[C@@H]2COCCN2C(=O)C[C@@H]2Cc3ccccc3CN12,4
ZNGWEEUXTBNKFR-UHFFFAOYSA-N,C1CNCCOC1,650260310
ZNGWEEUXTBNKFR-UHFFFAOYSA-O,C1C[NH2+]CCOC1,838
ZNGWTVBYECIPKF-UHFFFAOYSA-N,O=C1CCCCC12CCNCC2,2
ZNGYOGHMYPKKRJ-JTQLQIEISA-N,C1=C2CCCC[C@H](CCC1)N2,8
ZNGYOGHMYPKKRJ-SNVBAGLBSA-N,C1=C2CCCC[C@@H](CCC1)N2,4
ZNHNWGKXVUXYPG-BQBZGAKWSA-N,c1c2c(nc3nonc13)C[C@@H]1CCC[C@H]21,2
ZNHNWGKXVUXYPG-RNFRBKRXSA-N,c1c2c(nc3nonc13)C[C@H]1CCC[C@@H]21,2
ZNJURNUHQCGRLX-CIUDSAMLSA-N,C1C[C@H]2NCC[C@H]3NCC[C@@H](N1)N32,2
ZNJURNUHQCGRLX-HLTSFMKQSA-N,C1C[C@H]2NCC[C@@H]3NCC[C@H](N1)N32,8
ZNJURNUHQCGRLX-IWSPIJDZSA-N,C1C[C@@H]2NCC[C@@H]3NCC[C@H](N1)N32,2
ZNJURNUHQCGRLX-XHNCKOQMSA-N,C1C[C@H]2NCC[C@H]3NCC[C@H](N1)N23,8
ZNJYZPRZXPUJKX-UHFFFAOYSA-N,c1noc2c1CCCCC2,4004532
ZNLAHAOCFKBYRH-UHFFFAOYSA-N,O=C1OCCOC1=O,2
ZNMABOBICKRSNB-FBXFSONDSA-N,O=C1NC(=O)[C@@H]2C[C@H]3O[C@H]3C[C@H]12,12
ZNMABOBICKRSNB-JGWLITMVSA-N,O=C1NC(=O)[C@@H]2C[C@H]3O[C@@H]3C[C@H]12,4
ZNMABOBICKRSNB-KVTDHHQDSA-N,O=C1NC(=O)[C@@H]2C[C@H]3O[C@@H]3C[C@@H]12,4
ZNMABOBICKRSNB-UNTFVMJOSA-N,O=C1NC(=O)[C@H]2C[C@H]3O[C@@H]3C[C@H]12,4
ZNMZMZVNEOGWBN-UHFFFAOYSA-N,O=c1c2cnc3ncnn3c2cc2n1C(=S)NC2,4
ZNNBUAGYRAHFIF-ZDUSSCGKSA-N,O=C1CCC=CCCCC(=O)N2CCCC[C@@H](C2)N1,8
ZNNDHWKGPLAAAS-UHFFFAOYSA-N,N=c1[nH]cnc2c3c(sc12)CCOC3,14
ZNNICKYRKHFDDV-UHFFFAOYSA-N,N=c1[nH]c2c3c(ccc2s1)CCCC3,8
ZNNQIDAWSBROOY-CBAPKCEASA-N,c1n[nH]c2nc3c(cc12)[C@H]1CCC[C@H]1C3,4
ZNNQIDAWSBROOY-VXNVDRBHSA-N,c1n[nH]c2nc3c(cc12)[C@@H]1CCC[C@@H]1C3,4
ZNOBFZSMJOIZGS-UHFFFAOYSA-N,C=C1CCCC12CC=CC2,2
ZNOKAKCJGCNDNG-UHFFFAOYSA-N,c1cc2c(ncn3nnnc23)o1,2
ZNOLIKRQQBQNDF-UHFFFAOYSA-N,N=c1[nH]c2c(c3ccncc13)CCO2,28
ZNOOJPLALQYQRX-DKQGBHPVSA-N,O=C1N[C@H]2[C@H]3CC[C@H]4[C@@H](C3)[C@]42C(=O)NC12CCCCC2,2
ZNOOJPLALQYQRX-GBNBPPIOSA-N,O=C1N[C@@H]2[C@H]3CC[C@H]4[C@@H](C3)[C@@]24C(=O)NC12CCCCC2,2
ZNOOJPLALQYQRX-RPHNGCRZSA-N,O=C1N[C@H]2[C@H]3CC[C@H]4[C@@H](C3)[C@@]42C(=O)NC12CCCCC2,2
ZNOOJPLALQYQRX-ZEMPRUGVSA-N,O=C1N[C@@H]2[C@H]3CC[C@H]4[C@@H](C3)[C@]24C(=O)NC12CCCCC2,2
ZNOPHFGQUCPJCM-UHFFFAOYSA-N,N=c1[nH]nc2[nH]c(=O)c3ccsc3n12,2
ZNOZPEPJMFHNGP-CZWLSCDJSA-N,O=C1O[C@@H]2CC[C@@H]3[C@H]2[C@@H]2[C@@H]4[C@@H]5[C@@H]6[C@@H]7[C@@H]8CC[C@@H]7OC[C@@]6([C@H]34)[C@@]12[C@@H]85,2
ZNOZPEPJMFHNGP-GJTHWJGKSA-N,O=C1O[C@@H]2CC[C@H]3[C@H]2[C@H]2[C@H]4[C@H]5[C@H]6[C@@H]7[C@H]8CC[C@H]7OC[C@]6([C@@H]34)[C@@]12[C@H]85,2
ZNOZPEPJMFHNGP-GLARJZCASA-N,O=C1O[C@H]2CC[C@H]3[C@@H]2[C@@H]2[C@@H]4[C@@H]5[C@@H]6[C@H]7[C@H]8CC[C@H]7OC[C@@]6([C@H]34)[C@]12[C@@H]85,2
ZNOZPEPJMFHNGP-GRVPNVNYSA-N,O=C1O[C@@H]2CC[C@@H]3[C@@H]2[C@@H]2[C@@H]4[C@@H]5[C@@H]6[C@H]7[C@H]8CC[C@H]7OC[C@@]6([C@H]34)[C@]12[C@@H]85,2
ZNOZPEPJMFHNGP-HUUJLDCBSA-N,O=C1O[C@@H]2CC[C@@H]3[C@@H]2[C@H]2[C@H]4[C@@H]5[C@@H]6[C@@H]7[C@H]8CC[C@H]7OC[C@]6([C@@H]34)[C@@]12[C@H]85,2
ZNOZPEPJMFHNGP-IHFAHXRFSA-N,O=C1O[C@@H]2CC[C@@H]3[C@@H]2[C@H]2[C@H]4[C@@H]5[C@@H]6[C@H]7[C@H]8CC[C@H]7OC[C@]6([C@@H]34)[C@@]12[C@H]85,2
ZNOZPEPJMFHNGP-IKXFBMFOSA-N,O=C1O[C@@H]2CC[C@H]3[C@H]2[C@H]2[C@H]4[C@H]5[C@H]6[C@@H]7[C@H]8CC[C@@H]7OC[C@]6([C@@H]34)[C@@]12[C@H]85,2
ZNOZPEPJMFHNGP-KVMLDMHQSA-N,O=C1O[C@@H]2CC[C@H]3[C@H]2[C@H]2[C@H]4[C@H]5[C@H]6[C@H]7[C@H]8CC[C@@H]7OC[C@]6([C@@H]34)[C@@]12[C@H]85,2
ZNOZPEPJMFHNGP-NAJYXULNSA-N,O=C1O[C@@H]2CC[C@@H]3[C@H]2[C@@H]2[C@@H]4[C@@H]5[C@@H]6[C@@H]7[C@@H]8CC[C@@H]7OC[C@@]6([C@@H]34)[C@@]12[C@@H]85,2
ZNOZPEPJMFHNGP-RNDPLIRUSA-N,O=C1O[C@@H]2CC[C@@H]3[C@H]2[C@@H]2[C@@H]4[C@@H]5[C@@H]6[C@@H]7[C@@H]8CC[C@@H]7OC[C@]6([C@@H]34)[C@@]12[C@@H]85,2
ZNOZPEPJMFHNGP-RXUAGQROSA-N,O=C1O[C@@H]2CC[C@H]3[C@@H]2[C@@H]2[C@@H]4[C@@H]5[C@@H]6[C@H]7[C@H]8CC[C@H]7OC[C@@]6([C@H]34)[C@]12[C@@H]85,2
ZNOZPEPJMFHNGP-UNTGMUTJSA-N,O=C1O[C@@H]2CC[C@@H]3[C@H]2[C@@H]2[C@@H]4[C@@H]5[C@@H]6[C@@H]7[C@@H]8CC[C@@H]7OC[C@]6([C@H]34)[C@@]12[C@@H]85,2
ZNOZPEPJMFHNGP-VAXCKLDDSA-N,O=C1O[C@@H]2CC[C@@H]3[C@@H]2[C@H]2[C@H]4[C@@H]5[C@@H]6[C@H]7[C@H]8CC[C@@H]7OC[C@]6([C@@H]34)[C@@]12[C@H]85,2
ZNOZPEPJMFHNGP-XSYQWZNLSA-N,O=C1O[C@H]2CC[C@@H]3[C@@H]2[C@@H]2[C@@H]4[C@@H]5[C@@H]6[C@H]7[C@H]8CC[C@H]7OC[C@@]6([C@H]34)[C@]12[C@@H]85,2
ZNOZPEPJMFHNGP-XUFFDKILSA-N,O=C1O[C@@H]2CC[C@H]3[C@H]2[C@H]2[C@H]4[C@H]5[C@H]6[C@H]7[C@H]8CC[C@H]7OC[C@]6([C@@H]34)[C@@]12[C@H]85,2
ZNOZPEPJMFHNGP-YVAVLCKOSA-N,O=C1O[C@@H]2CC[C@@H]3[C@@H]2[C@H]2[C@H]4[C@@H]5[C@@H]6[C@@H]7[C@H]8CC[C@@H]7OC[C@]6([C@@H]34)[C@@]12[C@H]85,2
ZNPYRHULXWILLS-UHFFFAOYSA-N,O=c1c2ccsc2nc2sccn12,8
ZNPZGXJLLLOAAF-UHFFFAOYSA-N,O=C1CCSC2=NCCN12,14
ZNQAXIMRTFEJHX-UHFFFAOYSA-N,O=C1CCNCC=CCNS(=O)(=O)c2cccc(c2)C(=O)NCC2(CC2)N1,2
ZNQGAKUWZHWBPW-INIZCTEOSA-N,O=C1N[C@]2(CCc3ccccc3C2)Nc2cccnc21,14
ZNQGAKUWZHWBPW-MRXNPFEDSA-N,O=C1N[C@@]2(CCc3ccccc3C2)Nc2cccnc21,14
ZNQGAKUWZHWBPW-UHFFFAOYSA-N,O=C1NC2(CCc3ccccc3C2)Nc2cccnc21,2
ZNQLQOQDZVNDKI-GXTWGEPZSA-N,O=C1[C@H]2Cc3c[nH]nc3CN2C(=O)C[C@H]2CC3(CCOCC3)CN12,2
ZNQLQOQDZVNDKI-JSGCOSHPSA-N,O=C1[C@@H]2Cc3c[nH]nc3CN2C(=O)C[C@H]2CC3(CCOCC3)CN12,2
ZNQLQOQDZVNDKI-OCCSQVGLSA-N,O=C1[C@@H]2Cc3c[nH]nc3CN2C(=O)C[C@@H]2CC3(CCOCC3)CN12,2
ZNQLQOQDZVNDKI-TZMCWYRMSA-N,O=C1[C@H]2Cc3c[nH]nc3CN2C(=O)C[C@@H]2CC3(CCOCC3)CN12,2
ZNRWAMTZVJFOSE-UHFFFAOYSA-N,N=c1nc2n(c(=N)[nH]1)NC=CS2,2
ZNSPMMFWDZEWQR-BQBZGAKWSA-N,O=C1[C@H]2CCC[C@H]1CC2,26
ZNSPMMFWDZEWQR-KNVOCYPGSA-N,O=C1[C@@H]2CCC[C@H]1CC2,1716438
ZNSPMMFWDZEWQR-RNFRBKRXSA-N,O=C1[C@@H]2CCC[C@@H]1CC2,54
ZNSRVAJEPFDGLA-UHFFFAOYSA-N,O=c1c2ccccc2[nH]c2ncn3c4ccccc4nc3c12,14
ZNUFWRMGDRWZQQ-UHFFFAOYSA-N,O=C1NC2=CCCCCN2c2ccccc21,2
ZNURZBFGYBYJBN-SSDOTTSWSA-N,O=C1C=C2C(=O)CCC[C@@H]2CC1,2
ZNURZBFGYBYJBN-ZETCQYMHSA-N,O=C1C=C2C(=O)CCC[C@H]2CC1,2
ZNUXRCNANKUIEX-GPNXFFGMSA-N,O=C1[C@@H]2[C@H]3C4C5C6C4[C@H]3[C@@H]1[C@@H]6[C@@H]52,2
ZNUXRCNANKUIEX-IPDGWNRNSA-N,O=C1C2[C@H]3C4C5C6C4[C@H]3C1[C@@H]6[C@@H]52,2
ZNUXRCNANKUIEX-KEBBDFBQSA-N,O=C1[C@@H]2[C@H]3[C@@H]4[C@@H]1[C@@H]1[C@H]2[C@H]2[C@@H]1[C@H]4[C@H]32,2
ZNUXRCNANKUIEX-RQAZAXQUSA-N,O=C1C2[C@H]3C4C5C6C4[C@H]2[C@@H]6C1[C@@H]53,2
ZNUXRCNANKUIEX-SIBRSTECSA-N,O=C1[C@@H]2[C@@H]3[C@H]4[C@@H]1[C@H]1[C@@H]2[C@H]2[C@H]3[C@H]4[C@@H]12,2
ZNUXRCNANKUIEX-TYKUYEFESA-N,O=C1C2[C@@H]3[C@@H]4C1[C@H]1[C@@H]2[C@H]2[C@H]3[C@H]4[C@@H]12,2
ZNUXRCNANKUIEX-VRNIAPDRSA-N,O=C1C2[C@H]3C4C5C6C4[C@@H]2[C@@H]6C1[C@H]53,2
