InChI,SMILES,Count
ZJYQNFFQLYCWAB-LYYAKSNXSA-N,O=C1C=C[C@]23[C@H]4[C@@H]5[C@@H]6[C@@H]5[C@@H]2[C@]3(C1)[C@H]6n1c(=O)[nH]c(=O)n14,2
ZJYQNFFQLYCWAB-MMXHCICDSA-N,O=C1C=C[C@@]23[C@@H]4[C@@H]5[C@@H]6[C@H]5[C@H]2[C@@]3(C1)[C@H]6n1c(=O)[nH]c(=O)n14,2
ZJYQNFFQLYCWAB-NDEKGWEHSA-N,O=C1C=C[C@]23[C@@H]4[C@@H]5[C@@H]6[C@H]5[C@H]2[C@]3(C1)[C@H]6n1c(=O)[nH]c(=O)n14,2
ZJYQNFFQLYCWAB-RSVYLKSRSA-N,O=C1C=C[C@@]23[C@@H]4[C@@H]5[C@@H]6[C@H]5[C@H]2[C@]3(C1)[C@H]6n1c(=O)[nH]c(=O)n14,2
ZJYQNFFQLYCWAB-SKHIGRBVSA-N,O=C1C=C[C@@]23[C@H]4[C@H]5[C@H]6[C@H]5[C@H]2n2c(=O)[nH]c(=O)n2[C@@H]6[C@]43C1,2
ZJYQNFFQLYCWAB-UPWAQYBRSA-N,O=C1C=C[C@@]23[C@@H]4[C@H]5[C@@H]6[C@@H]5[C@@H]2[C@]3(C1)[C@@H]6n1c(=O)[nH]c(=O)n14,4
ZJYQNFFQLYCWAB-UUKQHPRESA-N,O=C1C=C[C@@]23[C@H]4[C@H]5[C@@H]6[C@@H]5[C@@H]2[C@]3(C1)[C@@H]6n1c(=O)[nH]c(=O)n14,4
ZJYQNFFQLYCWAB-YELQXFNVSA-N,O=C1C=C[C@@]23[C@H]4[C@H]5[C@H]6[C@H]5[C@H]2n2c(=O)[nH]c(=O)n2[C@@H]6[C@@]43C1,2
ZJYQNFFQLYCWAB-ZXGJICQVSA-N,O=C1C=C[C@@]23[C@@H]4[C@@H]5[C@@H]6[C@@H]5[C@@H]2[C@]3(C1)[C@@H]6n1c(=O)[nH]c(=O)n14,4
ZJYUVWMAGBHKSR-UHFFFAOYSA-N,O=C1CC(=O)N2C(=N1)Sc1ccccc12,4
ZJZUONYJHHVRDV-UHFFFAOYSA-N,O=C1Nc2cccnc2C12CCOCC2,4
ZKADTGIXIVMIOU-UHFFFAOYSA-N,O=C1Cc2ccncc2Nc2ncccc21,2
ZKAMEFMDQNTDFK-UHFFFAOYSA-N,c1cnc2[nH]cnc2n1,605126
ZKANTLTYTSUAMG-BYPYZUCNSA-N,O=C1NC=C2C=NO[C@H]12,102
ZKANTLTYTSUAMG-SCSAIBSYSA-N,O=C1NC=C2C=NO[C@@H]12,96
ZKAPBLIBSYYTSX-GOSISDBHSA-N,O=C1CCCOCC=CCc2ccccc2C(=O)N2CC3(CC3)C[C@@H]2CN1,2
ZKAPBLIBSYYTSX-SFHVURJKSA-N,O=C1CCCOCC=CCc2ccccc2C(=O)N2CC3(CC3)C[C@H]2CN1,2
ZKAYEFAKZWTAGS-UHFFFAOYSA-N,c1cc2c(o1)CNCC2,363352
ZKAYUYHOZYVQGP-UHFFFAOYSA-N,c1cc2ccc1CCCCCCCCCC2,12
ZKBIVJPJAHRVEP-MOPGFXCFSA-N,N=C1Nc2nc3cc4c(cc3n2[C@]2(CCO[C@]3(CCOC3)C2)N1)OCCCO4,2
ZKBIVJPJAHRVEP-OALUTQOASA-N,N=C1Nc2nc3cc4c(cc3n2[C@]2(CCO[C@@]3(CCOC3)C2)N1)OCCCO4,2
ZKBIVJPJAHRVEP-RBUKOAKNSA-N,N=C1Nc2nc3cc4c(cc3n2[C@@]2(CCO[C@@]3(CCOC3)C2)N1)OCCCO4,2
ZKBIVJPJAHRVEP-RTBURBONSA-N,N=C1Nc2nc3cc4c(cc3n2[C@@]2(CCO[C@]3(CCOC3)C2)N1)OCCCO4,2
ZKBYDSFIEMFQHM-KRWDZBQOSA-N,O=C1N[C@H]2CN(CC23CC3)C(=O)CCCC=CCNS(=O)(=O)c2cccc1c2,2
ZKCPYFAZBCCWHO-AAEUAGOBSA-N,O=C1N[C@]23Cc4ccccc4[C@@H]2OC=C3C1=O,2
ZKCPYFAZBCCWHO-DGCLKSJQSA-N,O=C1N[C@@]23Cc4ccccc4[C@H]2OC=C3C1=O,2
ZKCPYFAZBCCWHO-WCQYABFASA-N,O=C1N[C@@]23Cc4ccccc4[C@@H]2OC=C3C1=O,2
ZKCPYFAZBCCWHO-YPMHNXCESA-N,O=C1N[C@]23Cc4ccccc4[C@H]2OC=C3C1=O,2
ZKDFAKUHYUSIIT-UHFFFAOYSA-N,O=c1ccc2c(ccc3[nH]ccc(=O)c32)o1,2
ZKDFANGETUVTIG-UHFFFAOYSA-N,c1ccc2c(c1)CNc1cncnc1S2,22
ZKDHUTAUPMTMKQ-MCIONIFRSA-N,O=C1N[C@H]2c3ccccc3CC[C@H]2C(=O)N2CC=C[C@H]12,2
ZKDHUTAUPMTMKQ-RDBSUJKOSA-N,O=C1N[C@H]2c3ccccc3CC[C@H]2C(=O)N2CC=C[C@@H]12,2
ZKEBZWWKRLGFCU-MISXGVKJSA-N,O=C1N[C@]2(C[C@@H]3NCCO[C@@H]3C2)NC12CCCCC2,4
ZKEBZWWKRLGFCU-SUNKGSAMSA-N,O=C1N[C@]2(C[C@@H]3OCCN[C@@H]3C2)NC12CCCCC2,2
ZKEBZWWKRLGFCU-UHIISALHSA-N,O=C1N[C@@]2(C[C@@H]3OCCN[C@@H]3C2)NC12CCCCC2,2
ZKEBZWWKRLGFCU-WDMOLILDSA-N,O=C1N[C@@]2(C[C@@H]3NCCO[C@@H]3C2)NC12CCCCC2,4
ZKEFSBWVMBBRJZ-UHFFFAOYSA-N,O=S1(=O)CCC2(CCN2)CC1,360794
ZKEIFXCPNMEOBR-UHFFFAOYSA-N,N=C1CCCc2c1cnc1ncnn21,4
ZKELEUFILGZYPR-UHFFFAOYSA-N,O=C1C2(CC2)CNCC12CC2,2
ZKENJTNTGBGVDY-UHFFFAOYSA-N,O=C1Nc2ccccc2C1=C1C=CNC=C1,2
ZKEVGLUAKGKGMO-LLVKDONJSA-N,O=C1CC[C@@]2(O1)OC(=O)c1ccccc12,10
ZKEVGLUAKGKGMO-NSHDSACASA-N,O=C1CC[C@]2(O1)OC(=O)c1ccccc12,6
ZKFAXWJJDURWQF-APYUEPQZSA-N,O=c1[nH]c(=O)n2n1[C@@H]1c3cc4ccccc4cc3[C@@H]2[C@H]2C=C[C@@H]21,2
ZKFAXWJJDURWQF-CZPYZCIJSA-N,O=c1[nH]c(=O)n2n1[C@H]1c3cc4ccccc4cc3[C@H]2[C@@H]2C=C[C@H]21,2
ZKFAXWJJDURWQF-GVAFMPQTSA-N,O=c1[nH]c(=O)n2n1[C@@H]1c3cc4ccccc4cc3[C@H]2[C@H]2C=C[C@@H]21,2
ZKFAXWJJDURWQF-NOXHYTERSA-N,O=c1[nH]c(=O)n2n1[C@H]1c3cc4ccccc4cc3[C@H]2[C@H]2C=C[C@H]21,2
ZKFAXWJJDURWQF-YXAMBPQSSA-N,O=c1[nH]c(=O)n2n1[C@H]1c3cc4ccccc4cc3[C@H]2[C@H]2C=C[C@@H]21,2
ZKGBRORYIOHWBV-UHFFFAOYSA-N,O=c1[nH]c2c(ccc3[nH]ccc32)o1,4
ZKGCZJKZMIRBBJ-ZDUSSCGKSA-N,O=C1CCCOCC=CCCOCC(=O)N2CC[C@@H](C2)N1,8
ZKGDWAXDHCEJOG-CBAPKCEASA-N,c1ncc2c(n1)O[C@H]1CCCC[C@@H]21,4
ZKGDWAXDHCEJOG-VXNVDRBHSA-N,c1ncc2c(n1)O[C@@H]1CCCC[C@H]21,8
ZKGLMTIVRALXBW-UHFFFAOYSA-N,N=C1C(=O)Nc2cc3c(cc21)OCCCO3,180
ZKGLWEWDZDOSQK-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)c2c1nc1n2CCC1,2
ZKGVJAGQEZBTMV-SECBINFHSA-N,C1CC[C@@H]2CNCCN2CC1,4
ZKGVJAGQEZBTMV-VIFPVBQESA-N,C1CC[C@H]2CNCCN2CC1,4
ZKGVVUIVLYMGDV-PHXKMMTBSA-N,O=C1NC2(C[C@H]3CC[C@@H](C2)O3)Nc2cccnc21,2
ZKHCGOUAUBLKJK-RFAUZJTJSA-N,O=S1(=O)[C@@H]2CCC[C@@H]1c1cc3c4c(sc3nc1C2)COCC4,2
ZKHMGWHVXYAEFE-UHFFFAOYSA-N,c1ccc2c(c1)SCCc1cc3ccccc3nc1-2,58
ZKHOSWVFJUURGD-CYBMUJFWSA-N,O=C1N[C@]2(CCC3(CCOCC3)C2)NC12CC2,4
ZKHOSWVFJUURGD-ZDUSSCGKSA-N,O=C1N[C@@]2(CCC3(CCOCC3)C2)NC12CC2,4
ZKHVCQSPKGAONX-UHFFFAOYSA-N,O=c1nc2n3ccccc3ncc-2s1,18
ZKHVCQSPKGAONX-UHFFFAOYSA-O,O=c1[nH]c2c(cnc3cccc[n+]32)s1,2
ZKJXIYWWTHLLME-UHFFFAOYSA-N,N=c1ncc2c([nH]1)NC(=O)CC2,214
ZKJYDBMHWZLXNS-UHFFFAOYSA-N,O=S1(=O)NC2(CCNCC2)Nc2ccccc21,310
ZKKGZMMBRMDAAQ-CBAPKCEASA-N,O=c1ncc2cc3c(nc2[nH]1)C[C@@H]1CCC[C@H]31,2
ZKKIBBQXVGLTMZ-UHFFFAOYSA-N,c1ccc2c(c1)c1c(c3ccoc32)CCO1,12
ZKKJDDUNIIAZLN-UHFFFAOYSA-N,C1=NNC2=NCCCCN12,12
ZKKKFLWXRHYUFC-UHFFFAOYSA-N,O=C1c2ccccc2-c2nc3c(ccc4ccccc43)cc21,2
ZKKNTHHKMVONSS-UHFFFAOYSA-N,c1ccc2nc3c(cc2c1)CC1(CCCCC1)CC3,22
ZKKWZVRRRLGUNB-UHFFFAOYSA-O,N=C1C=CC2=[NH+]C=CC2=C1,52
ZKLLFJOEYVRHQY-HIFRSBDPSA-N,c1cc2c3c(c1)O[C@@H]1CCCC[C@@]31CCNC2,2
ZKLLFJOEYVRHQY-ZFWWWQNUSA-N,c1cc2c3c(c1)O[C@H]1CCCC[C@@]31CCNC2,2
ZKLLPYDFYIVUBN-UHFFFAOYSA-N,c1ccc2nc3occc3nc2c1,4
ZKLVFJUKMFBJLI-UHFFFAOYSA-N,c1ccc2c(c1)CN=C1CCCCN12,2
ZKLZWYYOUIMSJD-UHFFFAOYSA-N,c1ncc2c(n1)N=NC2,6
ZKMAOCSBHJPUGW-UHFFFAOYSA-N,O=c1c2ccccc2[nH]c2occc12,6
ZKMBNVGDNKIQMW-UHFFFAOYSA-N,O=C1CCc2cn(nn2)CCOc2ccc(cc2)C(=O)NCCN1,2
ZKMLPWOPYCJLKO-UHFFFAOYSA-N,O=c1[nH]c(=O)c2scnc2[nH]1,36
ZKMZPXWMMSBLNO-UHFFFAOYSA-N,O=C1CN2CCC1CC2,120
ZKMZPXWMMSBLNO-UHFFFAOYSA-O,O=C1C[NH+]2CCC1CC2,10
ZKNAZQOSDFOMRM-UHFFFAOYSA-N,O=c1ccn2c(c1)CCSc1ccccc1-2,28
ZKNJODFEJANRER-UHFFFAOYSA-N,C1CCC2=NCCN2CC1,8
ZKNJODFEJANRER-UHFFFAOYSA-O,C1CCC2=[N+](CC1)CCN2,214
ZKPABXLZQAAELT-UHFFFAOYSA-N,O=c1ccn2c(n1)sc1ccccc12,22
ZKPLZVRLEMPGOX-UHFFFAOYSA-N,C1CCNCCNCCNCCCCNCCNCCNC1,2
ZKPLZVRLEMPGOX-UHFFFAOYSA-R,C1CC[NH2+]CCNCC[NH2+]CCCC[NH2+]CCNCC[NH2+]C1,2
ZKPMOKPOKDWIHM-CQJMVSDSSA-N,N=C1CC[C@H]2[C@@H]3CC=C4CCCC[C@@H]4[C@H]3CC[C@@H]12,2
ZKPMOKPOKDWIHM-GCSSGZNBSA-N,N=C1CC[C@@H]2[C@@H]3CC=C4CCCC[C@@H]4[C@H]3CC[C@H]12,2
ZKPMOKPOKDWIHM-GVRJEKJASA-N,N=C1CC[C@@H]2[C@H]3CC=C4CCCC[C@@H]4[C@@H]3CC[C@H]12,8
ZKPMOKPOKDWIHM-NPJQDHAYSA-N,N=C1CC[C@@H]2[C@H]3CC=C4CCCC[C@@H]4[C@H]3CC[C@H]12,2
ZKPMOKPOKDWIHM-OTJKEOIZSA-N,N=C1CC[C@H]2[C@@H]3CC=C4CCCC[C@@H]4[C@H]3CC[C@H]12,4
ZKPMOKPOKDWIHM-QRJUGERDSA-N,N=C1CC[C@H]2[C@H]3CC=C4CCCC[C@@H]4[C@H]3CC[C@H]12,2
ZKPMOKPOKDWIHM-QXKUPLGCSA-N,N=C1CC[C@H]2[C@H]3CC=C4CCCC[C@@H]4[C@@H]3CC[C@H]12,4
ZKPMOKPOKDWIHM-RFBLXINOSA-N,N=C1CC[C@@H]2[C@H]3CC=C4CCCC[C@@H]4[C@@H]3CC[C@@H]12,4
ZKPMOKPOKDWIHM-UYJHQMFVSA-N,N=C1CC[C@@H]2[C@@H]3CC=C4CCCC[C@@H]4[C@H]3CC[C@@H]12,2
ZKPSDKWNNWSSSE-UHFFFAOYSA-N,N=C1C(=O)c2ccccc2-c2ocnc21,4
ZKQRTPIWIFJMAE-UHFFFAOYSA-N,O=S1(=O)CCN2C=Nc3sc4c(c3C2=N1)CCC4,2
ZKRFQGDBYKZSHN-UHFFFAOYSA-N,c1cnc2c(c1)CCc1cc3oc4ccccc4c3nc1-2,2
ZKRNFYHDRLBLJL-UHFFFAOYSA-N,C1COC2(CC2)CN1,6781262
ZKSLBQITPNATCT-UHFFFAOYSA-N,c1n[nH]c2c1CCNCC2,379956
ZKSLBQITPNATCT-UHFFFAOYSA-O,c1n[nH]c2c1CC[NH2+]CC2,2
ZKSXLOPMRGYKTP-BQBZGAKWSA-N,N=C1C=CC(=O)C2=C1[C@H]1C=C[C@H]2C1,2
ZKTGXUDCMWDZMQ-UHFFFAOYSA-N,c1ccc2c(c1)CC1(CCCCC1)CN2,36148
ZKUJCVPHSYXUEK-UHFFFAOYSA-N,C1=NCC2(CCCCC2)CN1,23364
ZKWJQWFFLBFRGI-NZQKXSOJSA-N,O=C1CCCC=CC[C@]2(CCCNCC2)C(=O)N[C@H]2CN1Cc1ccccc12,2
ZKWJQWFFLBFRGI-REWPJTCUSA-N,O=C1CCCC=CC[C@@]2(CCCNCC2)C(=O)N[C@H]2CN1Cc1ccccc12,2
ZKWLFULOKHNZND-NTSWFWBYSA-N,C1=C[C@H]2OC=N[C@H]2CO1,4
ZKXUBXWRUBAKGP-UHFFFAOYSA-N,c1cnc2c(c1)-c1nc3c(cnc4ccccc43)cc1CC2,6
ZKYGKKVPRBEGCL-UHFFFAOYSA-N,O=c1cnn2c(n1)-c1ccccc1NC21CCCC1,14
ZKYSDPVWQZCTMG-UHFFFAOYSA-N,O=C1CCCC=CCNS(=O)(=O)c2ccccc2C(=O)NCCN1,62
ZKZCHOVDCNLSKG-UHFFFAOYSA-N,C1CCC2=C(C1)CCCC2,4180
ZKZGNVLEIVBYHM-UHFFFAOYSA-N,O=c1nccc2n1CCOC2,93048
ZKZPKPJUIRKXQM-UHFFFAOYSA-N,C1COC2(C1)C1OC3OC2C2(CCCO2)C(O3)C12CCCO2,2
ZKZYLNASYKCJIE-IWMMPAJRSA-N,C1[C@H]2C[C@@H]3[C@@H]4[C@@H]2C[C@H]1[C@H]34,1838
ZKZYLNASYKCJIE-JCFLJZJNSA-N,C1[C@H]2C[C@H]3[C@H]4[C@@H]2C[C@H]1[C@H]34,11626
ZKZYLNASYKCJIE-NVMJTSJSSA-N,C1[C@H]2C[C@H]3[C@@H]4[C@@H]2C[C@H]1[C@@H]34,13504
ZKZYLNASYKCJIE-QSNOTKFUSA-N,C1[C@H]2C[C@@H]3[C@@H]4[C@@H]2C[C@H]1[C@@H]34,1878
ZKZYLNASYKCJIE-RFYZFGSOSA-N,C1[C@H]2C[C@H]3[C@@H]4[C@@H]2C[C@H]1[C@H]34,13464
ZKZYLNASYKCJIE-RKOJMGJASA-N,C1[C@H]2C[C@H]3[C@H]4[C@@H]2C[C@H]1[C@@H]34,11626
ZLABMGKPPOZBCZ-UHFFFAOYSA-N,N=c1[nH]c2c(s1)CNC2,155168
ZLBDPXGULPJTQS-UHFFFAOYSA-N,O=c1nc2sccn2c2sccc12,8
ZLBLEIOHPMVDLL-UHFFFAOYSA-N,N=C1C=CCC=N1,2
ZLBLNBYSDIPGLL-CABCVRRESA-N,c1ccc2c(c1)C[C@H]1O[C@@H]2c2ccccc21,4
ZLBLNBYSDIPGLL-HUUCEWRRSA-N,c1ccc2c(c1)C[C@H]1O[C@H]2c2ccccc21,4
ZLBSEXREKKAFQL-SJCJKPOMSA-O,c1cc2c3c4c1CC[NH+]=C4CC[C@]31CCC[C@@H](C1)O2,4
ZLBSEXREKKAFQL-YVEFUNNKSA-O,c1cc2c3c4c1CC[NH+]=C4CC[C@@]31CCC[C@@H](C1)O2,4
ZLBWZEARBDLCFH-UHFFFAOYSA-N,O=C1C=CCC(=O)N1,20
ZLCAKAXUIHWDQC-UHFFFAOYSA-N,O=C1CC2(CCNCC2)NC=N1,4
ZLCCXHBJAMKGME-UHFFFAOYSA-N,c1occ2c1OCCO2,18
ZLCKUHCFQNIION-UHFFFAOYSA-N,c1cc2nc3c(cc2cn1)Cc1sccc1-3,32
ZLDABGWGKZQVAE-SSDOTTSWSA-N,C1=N[C@]2(CNC23CCC3)ON1,230
ZLDABGWGKZQVAE-ZETCQYMHSA-N,C1=N[C@@]2(CNC23CCC3)ON1,230
ZLDGUQLUFGDPQT-UHFFFAOYSA-N,N=c1[nH]cnc2c1CCCCN2,4604
ZLEMCBGFPWUCDT-UHFFFAOYSA-N,N=C1CCCCCC1=N,12
ZLFFLKSLHHBWCD-UHFFFAOYSA-N,C1=C[n+]2ccccc2Sc2ccccc21,2
ZLFVBLPKCVGVGU-UHFFFAOYSA-N,c1cnc2[n+](c1)CCS2,14
ZLFXFJBHEVLHLW-UHFFFAOYSA-N,O=C1C=NCCCN1,2
ZLHAJUBUBNBSMH-YUMQZZPRSA-N,C=C1CO[C@H]2CCC[C@@H]12,2
ZLHOGQGULCEYTO-CQZONYGUSA-N,O=C1OC[C@H]2C[C@@H]3[C@@H]([C@@H]12)[C@H]1C=C[C@H]3C1,2
ZLHOGQGULCEYTO-LSGFFFPISA-N,O=C1OC[C@@H]2C[C@@H]3[C@@H]([C@H]12)[C@H]1C=C[C@H]3C1,2
ZLHOGQGULCEYTO-OJHQEIPXSA-N,O=C1OC[C@H]2C[C@@H]3[C@@H]([C@H]12)[C@H]1C=C[C@H]3C1,2
ZLHOGQGULCEYTO-PPQVSCAHSA-N,O=C1OC[C@@H]2C[C@@H]3[C@@H]([C@@H]12)[C@H]1C=C[C@H]3C1,2
ZLHTUKKJOIGYRX-BQKDNTBBSA-N,N=C1CC2C[C@@H]3CC1C[C@H](C2)C3,2
ZLHTUKKJOIGYRX-DKEVHCRPSA-N,N=C1CC2C[C@H]3CC1C[C@H](C2)C3,2
ZLHTUKKJOIGYRX-LGUIWLBCSA-N,N=C1CC2C[C@@H]3CC1C[C@@H](C2)C3,2
ZLHXIDMTRDXRPS-UHFFFAOYSA-N,O=C1Nc2cc3c(cc2C1=O)OCCCO3,10
ZLICBEFTGDELDU-MRLCAUJQSA-N,c1ccc2c(c1)C1c3ccccc3C2[C@@H]2CNC[C@@H]12,8
ZLICBEFTGDELDU-MRLCAUJQSA-O,c1ccc2c(c1)C1c3ccccc3C2[C@@H]2C[NH2+]C[C@@H]12,4
ZLICBEFTGDELDU-OQSMONGASA-N,c1ccc2c(c1)C1c3ccccc3C2[C@@H]2CNC[C@H]12,10
ZLICBEFTGDELDU-OQSMONGASA-O,c1ccc2c(c1)C1c3ccccc3C2[C@@H]2C[NH2+]C[C@H]12,6
ZLICBEFTGDELDU-VYMRPNJYSA-N,c1ccc2c(c1)C1c3ccccc3C2[C@H]2CNC[C@H]12,8
ZLICBEFTGDELDU-VYMRPNJYSA-O,c1ccc2c(c1)C1c3ccccc3C2[C@H]2C[NH2+]C[C@H]12,4
ZLIKINBLGPWZJS-UHFFFAOYSA-N,C1=NC2CCC1CC2,2
ZLILRRGWBOKBIG-UHFFFAOYSA-N,C1=CSc2ccccc2N1,2104
ZLIMQOIBRVDMLS-UHFFFAOYSA-N,c1ccc2c(c1)CC1(CCCC1)c1cn3nnnc3nc1-2,2
ZLIXPLOVCZWCMH-UHFFFAOYSA-N,c1cn2occc2n1,2
ZLJLVKBAMJHNJH-UHFFFAOYSA-N,S=C1NCCCCN1,2
ZLJSWBSUEOZJDB-UHFFFAOYSA-N,O=c1[nH]cnc2cc3[nH]cnc3cc12,2
ZLKLHECFBLTKCU-UHFFFAOYSA-N,[CH]1CCCO1,12
ZLKMXXRDNQCPCR-PSASIEDQSA-N,O=C1NC[C@H]2Nc3ccccc3C[C@@H]12,8
ZLKMXXRDNQCPCR-SCZZXKLOSA-N,O=C1NC[C@@H]2Nc3ccccc3C[C@@H]12,8
ZLKMXXRDNQCPCR-WCBMZHEXSA-N,O=C1NC[C@H]2Nc3ccccc3C[C@H]12,8
ZLKMXXRDNQCPCR-WPRPVWTQSA-N,O=C1NC[C@@H]2Nc3ccccc3C[C@H]12,8
ZLLVUAAESHIVAZ-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)c2cnccc21,12
ZLMLOPOYVOPPFO-UHFFFAOYSA-O,O=C1C[NH+]=Cc2[nH]c3ccccc3c2N1,8
ZLMOQAVFMZWDHO-VHSXEESVSA-N,O=C1NC2(CCCC2)C(=O)N[C@@H]2CCCC[C@H]12,2
ZLMOQAVFMZWDHO-ZJUUUORDSA-N,O=C1NC2(CCCC2)C(=O)N[C@H]2CCCC[C@@H]12,2
ZLNLIDWZAATTRI-UHFFFAOYSA-N,O=c1[nH]c(=O)n2c3ccccc3n3c(=O)ccc1c32,4
ZLNNZIUFZPOEBV-UHFFFAOYSA-M,O=c1c2c(nc3cc[n-]n13)CCNC2,2
ZLNNZIUFZPOEBV-UHFFFAOYSA-N,O=c1c2c(nc3cc[n-]n13)CC[NH2+]C2,24
ZLOIUNGIAREHKS-DEYYWGMASA-N,O=C1N[C@]2(C[C@H]3CC[C@H]2C3)C(=O)NC12CC[Si]1(CCCC1)CC2,2
ZLOIUNGIAREHKS-SUNYJGFJSA-N,O=C1N[C@@]2(C[C@H]3CC[C@H]2C3)C(=O)NC12CC[Si]1(CCCC1)CC2,2
ZLOOQZKBGGTSNG-UHFFFAOYSA-N,O=C1OC2(CCCC2)Cc2ccccc21,4
ZLOWMPNMXOBUQS-UHFFFAOYSA-N,O=C1CCC[SiH2]CC1,2
ZLPBWAJPTCJOGV-OCAPTIKFSA-N,O=C1CCC(=O)[C@@H]2CCCC[C@H]12,14
ZLPBWAJPTCJOGV-YUMQZZPRSA-N,O=C1CCC(=O)[C@H]2CCCC[C@H]12,6
ZLPDGTCEROFPNH-UHFFFAOYSA-N,O=S1(=O)C=Cc2ccc3ccccc3c21,2
ZLPFCTALWYMMQL-UHFFFAOYSA-N,N=c1[nH]c2cc3sc(=N)[nH]c3cc2s1,2
ZLPUJGHJYPPOTE-UHFFFAOYSA-N,O=C1CCC=CCOc2c[nH]nc2C(=O)NCC2(CC2)N1,6
ZLPWYDZHDCDYEU-ZJUUUORDSA-N,O=C1COCC=C[C@@H]2OCC[C@H]2C(=O)NCCN1,56
ZLQDVXKOGSVNGR-UHFFFAOYSA-N,O=C1c2ccccc2OCC12COCOC2,2
ZLRDOPVDHCZVLV-UHFFFAOYSA-N,O=C1CC2(CC2)Oc2ccccc21,3180
ZLRDPFRXVCRDPY-UHFFFAOYSA-N,O=c1cc[nH]c2ccc3cc[nH]c3c12,4
ZLRSMFXMBYHGCY-RFZPGFLSSA-N,O=C1C[C@@H]2CS(=O)(=O)C[C@H]2O1,4
ZLRSMFXMBYHGCY-UHNVWZDZSA-N,O=C1C[C@@H]2CS(=O)(=O)C[C@@H]2O1,4
ZLSDEVRDASOICE-AJKDEPMXSA-N,C1C2C[C@H]3CC1C[C@H](C2)N3,4
ZLSDEVRDASOICE-BGSMBAJZSA-N,C1C2C[C@H]3CC(C[C@H]1C3)N2,20
ZLSDEVRDASOICE-QPIHLSAKSA-N,C1C2C[C@H]3CC(C[C@@H]1C3)N2,2
ZLSDEVRDASOICE-SPJNRGJMSA-N,C1[C@H]2C[C@H]3C[C@@H]1C[C@@H](C2)N3,116
ZLSDEVRDASOICE-UHFFFAOYSA-N,C1C2CC3CC1CC(C2)N3,285392
ZLSNAVJWCSOKJA-UWJYYQICSA-N,O=C1N[C@]23CCC[C@H]2CN(C3)C(=O)COCCC=CCc2ccccc21,4
ZLSXNGKVCFOAID-GHMZBOCLSA-N,O=C1NC2(C[C@H]3CCC[C@@H]3C2)Oc2ccccc21,2
ZLSXNGKVCFOAID-HBYGRHMLSA-N,O=C1N[C@@]2(C[C@H]3CCC[C@H]3C2)Oc2ccccc21,2
ZLSXNGKVCFOAID-QWRGUYRKSA-N,O=C1NC2(C[C@@H]3CCC[C@H]3C2)Oc2ccccc21,2
ZLTPDFXIESTBQG-UHFFFAOYSA-N,c1cnsc1,1245123920
ZLUSQTOHCKYQNO-UHFFFAOYSA-N,O=C1CCCC=CCNS(=O)(=O)c2cccc(c2)C(=O)NCC2(CCC2)N1,2
ZLVCAZBUVOOYJE-UHFFFAOYSA-N,O=C1OCc2c1[nH]c1ccccc21,8
ZLXFLPJBAJKSIY-AXTSPUMRSA-N,C=C1[C@@H]2CC[C@@H]1[C@H]1COC[C@@H]12,2
ZLXFLPJBAJKSIY-UTINFBMNSA-N,C=C1[C@H]2CC[C@@H]1[C@H]1COC[C@@H]12,2
ZLXFLPJBAJKSIY-ZYUZMQFOSA-N,C=C1[C@H]2CC[C@H]1[C@H]1COC[C@@H]12,2
ZLXHZSNEHVHERY-AWYHCFLISA-N,O=C1[C@@H]2[C@H]([C@H]3[C@H]1[C@@H]1C=C[C@H]3C1)[C@H]1C=C[C@H]2C1,2
ZLXHZSNEHVHERY-JHZQKFFYSA-N,O=C1[C@@H]2[C@H]([C@H]3[C@H]1[C@H]1C=C[C@@H]3C1)[C@H]1C=C[C@H]2C1,2
ZLXHZSNEHVHERY-JWMVDTHQSA-N,O=C1[C@@H]2[C@@H]([C@@H]3[C@H]1[C@H]1C=C[C@H]3C1)[C@H]1C=C[C@H]2C1,2
ZLXHZSNEHVHERY-LDMLIMFISA-N,O=C1[C@@H]2[C@H]([C@H]3[C@H]1[C@H]1C=C[C@H]3C1)[C@H]1C=C[C@H]2C1,2
ZLXHZSNEHVHERY-PGIFWFAZSA-N,O=C1[C@H]2[C@@H]([C@@H]3[C@H]1[C@H]1C=C[C@H]3C1)[C@H]1C=C[C@H]2C1,2
ZLXHZSNEHVHERY-PWLUQISCSA-N,O=C1[C@H]2[C@H]([C@@H]3[C@H]1[C@H]1C=C[C@H]3C1)[C@H]1C=C[C@H]2C1,2
ZLXHZSNEHVHERY-UEICNUPNSA-N,O=C1[C@@H]2[C@H]([C@@H]3[C@H]1[C@H]1C=C[C@H]3C1)[C@H]1C=C[C@H]2C1,2
ZLXHZSNEHVHERY-WOVPAAAZSA-N,O=C1[C@@H]2[C@H]([C@H]3[C@H]1[C@@H]1C=C[C@@H]3C1)[C@H]1C=C[C@H]2C1,2
ZLXMQFVWCQYSSC-PRHODGIISA-N,c1c2c(nc3sc4c(c13)CCOC4)C[C@@H]1CNC[C@@H]21,2
ZLYAUEHQXPUWCS-AWEZNQCLSA-N,O=C1N[C@]2(CCC3(CCC3)C2)Nc2cccnc21,2
